Order_ID,Order_Date,Segment,Region,City,Category,Sub_Category,Quantity,Sales,Discount,Profit,Shipping_Days
ORD-10289,2024-04-08,Home Office,North,Jaipur,Technology,Phones,6.0,4021.42,0.3,17.2,5
ORD-10812,2025-01-20,Corporate,North,Jaipur,Technology,Accessories,1.0,434.27,,73.15,6
ORD-10596,2023-12-04,Home Office,West,Mumbai,Office Supplies,Storage,4.0,839.63,0.0,157.82,6
ORD-10367,2025-06-03,Corporate,East,Bhubaneswar,Technology,Accessories,7.0,5038.24,0.1,625.99,1
ORD-10270,2024-05-23,Home Office,North,Chandigarh,Technology,Machines,6.0,4584.24,0.15,412.23,7
ORD-10661,2023-11-05,Home Office,North,Chandigarh,Office Supplies,Paper,,1076.09,0.4,-63.22,1
ORD-10713,2023-04-15,Corporate,South,Kochi,Furniture,Chairs,6.0,2696.7,0.15,-19.48,2
ORD-10308,2024-05-28,Home Office,East,Kolkata,Technology,Accessories,8.0,6746.9,0.1,777.89,5
ORD-10292,2023-04-17,Consumer,North,Jaipur,Technology,Phones,4.0,686.14,0.1,103.49,5
ORD-11134,2025-05-07,Corporate,West,Ahmedabad,Furniture,Chairs,3.0,1626.44,0.05,161.41,4
ORD-10998,2024-08-03,Home Office,South,Bengaluru,Office Supplies,Binders,6.0,883.6,0.15,42.25,4
ORD-10083,2023-10-02,Home Office,South,Kochi,Technology,Machines,1.0,311.57,0.0,75.41,3
ORD-10129,2023-04-06,Corporate,North,Jaipur,Technology,Accessories,5.0,1266.2,0.05,180.37,2
ORD-11137,2023-05-07,Consumer,South,Bengaluru,Office Supplies,Storage,6.0,845.29,0.1,82.34,5
ORD-10765,2024-12-27,Consumer,West,Ahmedabad,Office Supplies,Art,1.0,133.95,0.1,10.31,5
ORD-10926,2024-12-23,Home Office,South,Hyderabad,Office Supplies,Paper,5.0,1097.58,0.1,115.99,7
ORD-10676,2025-04-10,Corporate,North,Lucknow,Furniture,Tables,6.0,3913.59,0.05,244.29,1
ORD-10260,2023-05-11,Home Office,South,Bengaluru,Technology,Accessories,7.0,1604.61,0.4,-24.51,2
ORD-10549,2024-10-25,Consumer,North,Lucknow,Technology,Machines,7.0,5650.55,0.1,716.29,1
ORD-10561,2024-01-14,Home Office,East,Patna,Technology,Accessories,1.0,723.43,0.15,94.01,5
ORD-10904,2023-08-26,Corporate,West,Mumbai,Office Supplies,Binders,6.0,263.36,0.2,-3.43,7
ORD-10718,2024-10-02,Consumer,South,Chennai,Office Supplies,Art,6.0,1585.83,0.1,154.65,5
ORD-10138,2023-01-25,Corporate,West,Surat,Furniture,Bookcases,1.0,592.42,0.1,34.29,7
ORD-11068,2023-10-17,Corporate,North,Jaipur,Furniture,Chairs,8.0,4555.39,0.05,230.77,4
ORD-10141,2023-07-21,Home Office,East,,Office Supplies,Storage,5.0,538.13,0.1,75.54,2
ORD-10807,2024-04-10,Corporate,North,Chandigarh,Office Supplies,Storage,4.0,660.36,0.1,71.64,2
ORD-11037,2025-05-09,Consumer,East,Patna,Technology,Machines,2.0,820.15,0.3,69.21,1
ORD-10704,2024-04-29,Consumer,West,Ahmedabad,Technology,Accessories,4.0,2070.39,0.0,391.64,1
ORD-10139,2023-07-15,Corporate,South,Bengaluru,Office Supplies,Art,3.0,406.76,0.0,47.5,7
ORD-10968,2025-06-14,Consumer,North,Lucknow,Office Supplies,Binders,8.0,2155.55,0.0,275.67,1
ORD-11099,2023-12-02,Corporate,East,Kolkata,Technology,Accessories,7.0,2514.49,0.1,284.88,6
ORD-10224,2024-04-04,Corporate,East,Guwahati,Office Supplies,Art,1.0,129.98,0.2,4.49,2
ORD-11078,2024-03-07,Home Office,West,Ahmedabad,Furniture,Chairs,1.0,268.02,0.05,11.55,3
ORD-10274,2023-11-17,Consumer,West,Pune,Office Supplies,Binders,1.0,244.13,0.1,20.65,3
ORD-10377,2024-06-01,Home Office,West,Ahmedabad,Technology,Accessories,7.0,2667.4,0.0,605.21,7
ORD-10405,2025-03-20,Home Office,East,Kolkata,Technology,Accessories,7.0,3261.5,0.0,686.58,3
ORD-11131,2023-03-11,Corporate,South,Kochi,Office Supplies,Binders,7.0,118.59,0.1,10.42,7
ORD-10382,2025-01-03,Corporate,East,Kolkata,Technology,Machines,3.0,1450.37,0.0,260.11,5
ORD-10588,2025-04-10,Consumer,South,Hyderabad,Office Supplies,Binders,4.0,575.74,0.0,85.19,5
ORD-11081,2025-01-13,Consumer,West,Mumbai,Furniture,Bookcases,1.0,520.99,0.1,-1.87,5
ORD-10701,2024-05-10,Consumer,South,Chennai,Office Supplies,Storage,1.0,125.53,0.3,-9.12,3
ORD-10825,2025-03-29,Corporate,West,Mumbai,Technology,Phones,2.0,1651.65,0.15,216.09,6
ORD-10673,2023-04-19,Home Office,North,Jaipur,Office Supplies,Storage,4.0,958.68,0.0,135.17,5
ORD-11110,2024-06-02,Corporate,West,Surat,Office Supplies,Paper,4.0,521.64,0.1,55.19,3
ORD-10309,2024-05-06,Home Office,North,Delhi,Office Supplies,Art,2.0,370.27,0.05,59.79,7
ORD-10482,2023-08-03,Home Office,North,Lucknow,Office Supplies,Storage,7.0,966.88,0.05,181.06,2
ORD-10610,2024-09-11,Corporate,West,Pune,Technology,Accessories,6.0,4033.77,0.2,293.23,3
ORD-10321,2025-01-01,Corporate,West,Mumbai,Office Supplies,Art,4.0,566.54,0.05,100.1,2
ORD-10781,2024-11-03,Corporate,South,Kochi,Technology,Accessories,8.0,7026.8,,783.85,5
ORD-10865,2023-09-18,Corporate,North,Delhi,Office Supplies,Paper,5.0,819.61,0.0,79.97,7
ORD-10410,2023-12-08,Consumer,West,Ahmedabad,Furniture,Bookcases,1.0,533.63,0.3,-22.22,1
ORD-10039,2023-11-26,Home Office,North,Jaipur,Technology,Phones,8.0,3389.69,0.2,153.23,4
ORD-10030,2025-01-30,Consumer,West,Surat,Technology,Accessories,1.0,138.24,0.0,29.22,3
ORD-10242,2023-10-24,Home Office,North,Delhi,Furniture,Tables,1.0,385.76,0.15,-23.46,3
ORD-10461,2024-05-13,Corporate,North,Jaipur,Office Supplies,Binders,5.0,313.96,0.15,7.52,2
ORD-10136,2024-10-21,Corporate,East,Guwahati,Technology,Phones,5.0,1824.42,0.15,153.76,7
ORD-11006,2024-09-14,Corporate,North,Chandigarh,Technology,Accessories,,311.09,0.2,38.54,7
ORD-10433,2024-04-15,Home Office,West,Ahmedabad,Office Supplies,Paper,4.0,892.76,0.15,49.66,6
ORD-10003,2024-02-27,Consumer,North,Jaipur,Office Supplies,Art,6.0,1377.28,0.1,185.16,4
ORD-11181,2024-06-08,Corporate,East,Kolkata,Office Supplies,Art,7.0,781.08,0.1,95.32,6
ORD-10622,2025-01-17,Home Office,South,Chennai,Technology,Accessories,5.0,4175.54,0.0,731.42,5
ORD-11050,2023-12-07,Home Office,North,Lucknow,Technology,Phones,2.0,1011.51,0.2,82.87,3
ORD-11132,2024-03-18,Corporate,North,Chandigarh,Office Supplies,Paper,2.0,252.09,0.05,43.19,6
ORD-10844,2023-03-18,Corporate,West,Surat,Furniture,Tables,8.0,4294.65,0.1,241.17,6
ORD-11042,2024-06-26,Consumer,South,Kochi,Furniture,Chairs,5.0,378.2,0.4,-67.05,4
ORD-10486,2023-06-27,Home Office,South,Hyderabad,Furniture,Bookcases,4.0,855.89,0.1,47.98,7
ORD-10314,2024-07-10,Consumer,West,Pune,Technology,Accessories,2.0,1597.71,0.05,277.11,6
ORD-10876,2024-09-04,Consumer,South,Bengaluru,Furniture,Chairs,3.0,946.98,0.15,8.32,1
ORD-10668,2023-11-24,Consumer,South,Bengaluru,Office Supplies,Binders,8.0,830.15,0.15,47.59,3
ORD-10708,2023-03-31,Corporate,West,Pune,Technology,Phones,3.0,1756.31,0.1,230.74,1
ORD-10005,2023-09-10,Home Office,South,Hyderabad,Office Supplies,Storage,2.0,98.82,0.2,-0.95,4
ORD-10100,2024-12-09,Corporate,North,Delhi,Office Supplies,Art,1.0,133.86,0.15,8.63,3
ORD-10753,2024-06-19,Consumer,East,Bhubaneswar,Office Supplies,Binders,6.0,490.67,0.0,72.49,2
ORD-10692,2025-01-02,Consumer,East,Bhubaneswar,Furniture,Bookcases,3.0,2004.04,0.05,139.36,4
ORD-10722,2023-04-10,Home Office,West,Surat,Office Supplies,Paper,8.0,209.92,0.1,14.3,7
ORD-10832,2025-02-10,Home Office,West,Pune,Furniture,Bookcases,1.0,166.62,0.1,14.81,1
ORD-10451,2025-01-17,Corporate,North,Lucknow,Office Supplies,Storage,7.0,734.62,0.15,36.94,5
ORD-10771,2023-03-16,Consumer,West,Ahmedabad,Technology,Accessories,3.0,1485.6,0.1,211.56,2
ORD-10331,2025-02-16,Consumer,North,Chandigarh,Technology,Phones,5.0,1641.93,0.0,337.8,7
ORD-10227,2024-11-21,Consumer,South,Hyderabad,Technology,Machines,4.0,1909.47,0.05,341.68,4
ORD-10358,2024-04-06,Corporate,South,Chennai,Technology,Accessories,8.0,1363.34,0.0,264.26,5
ORD-10542,2024-01-14,Corporate,South,Hyderabad,Technology,Machines,7.0,4584.49,0.1,677.33,6
ORD-11043,2023-01-10,Consumer,East,Patna,Technology,Machines,6.0,2676.83,,97.88,6
ORD-10597,2023-05-31,Home Office,North,Delhi,Technology,Machines,7.0,5758.08,0.0,958.25,3
ORD-10066,2023-12-06,Consumer,South,Kochi,Technology,Machines,1.0,105.87,0.15,10.68,6
ORD-10067,2023-08-28,Home Office,East,Patna,Office Supplies,Paper,1.0,68.71,0.3,2.83,1
ORD-10629,2023-02-27,Home Office,North,Lucknow,Office Supplies,Storage,8.0,1862.62,0.1,250.81,6
ORD-10211,2023-09-03,Consumer,North,Lucknow,Office Supplies,Binders,1.0,70.27,0.1,7.2,1
ORD-10012,2024-11-22,Corporate,East,Kolkata,Office Supplies,Binders,1.0,178.95,0.15,11.0,6
ORD-10523,2023-07-04,Home Office,West,Pune,Technology,Accessories,3.0,598.4,0.1,64.14,1
ORD-10667,2023-05-05,Corporate,South,Kochi,Technology,Machines,4.0,1581.91,0.15,131.92,4
ORD-10299,2023-10-12,Home Office,North,Lucknow,Office Supplies,Art,2.0,54.9,0.1,5.24,3
ORD-10834,2024-04-13,Corporate,East,Guwahati,Office Supplies,Paper,2.0,283.78,0.4,-17.9,7
ORD-11120,2024-07-22,Home Office,North,Chandigarh,Technology,Machines,8.0,2211.99,0.0,380.81,7
ORD-11091,2024-06-24,Corporate,East,Kolkata,Technology,Machines,2.0,1447.0,0.15,150.2,1
ORD-10735,2023-08-20,Consumer,East,Patna,Office Supplies,Storage,5.0,764.38,,78.37,4
ORD-10532,2023-09-09,Corporate,West,Surat,Furniture,Tables,4.0,1433.84,0.1,78.8,5
ORD-11182,2024-03-08,Home Office,South,Hyderabad,Technology,Phones,6.0,669.33,0.1,86.78,5
ORD-10598,2025-02-17,Corporate,North,Jaipur,Office Supplies,Binders,6.0,150.69,0.0,25.15,1
ORD-10545,2024-11-13,Home Office,East,Kolkata,Office Supplies,Storage,1.0,191.61,0.4,-9.56,4
ORD-10478,2023-01-02,Corporate,North,Delhi,Office Supplies,Binders,2.0,318.57,0.2,-4.84,3
ORD-11136,2024-10-24,Corporate,East,Bhubaneswar,Office Supplies,Binders,1.0,70.4,0.4,-0.02,6
ORD-11000,2025-04-15,Consumer,South,Hyderabad,Technology,Phones,7.0,3577.41,0.15,338.88,1
ORD-10528,2023-01-07,Corporate,East,Guwahati,Technology,Accessories,1.0,672.43,0.15,84.4,6
ORD-10273,2023-04-03,Consumer,South,Chennai,Office Supplies,Storage,8.0,913.18,0.1,75.51,5
ORD-10390,2025-02-16,Consumer,West,Ahmedabad,Office Supplies,Art,8.0,1794.07,0.2,-19.9,4
ORD-10237,2023-01-18,Consumer,East,Bhubaneswar,Office Supplies,Art,7.0,165.06,0.2,5.51,4
ORD-10438,2024-10-06,Corporate,East,Guwahati,Office Supplies,Paper,2.0,467.31,0.2,29.56,7
ORD-10002,2023-11-20,Corporate,South,Bengaluru,Office Supplies,Storage,6.0,1629.73,0.2,126.69,4
ORD-10006,2023-04-15,Corporate,East,Patna,Technology,Accessories,2.0,1245.29,,112.91,1
ORD-10311,2023-11-05,Consumer,North,Chandigarh,Office Supplies,Binders,7.0,1495.73,0.15,97.97,2
ORD-11045,2023-06-25,Home Office,East,Kolkata,Furniture,Bookcases,1.0,762.05,0.1,26.18,1
ORD-10818,2024-04-01,Home Office,West,Surat,Office Supplies,Binders,1.0,51.07,,5.34,1
ORD-10990,2024-12-13,Home Office,South,Bengaluru,Office Supplies,Binders,8.0,339.02,0.2,-7.46,6
ORD-10630,2024-06-03,Corporate,East,Guwahati,Technology,Accessories,5.0,904.2,0.1,146.39,1
ORD-10215,2024-04-12,Consumer,South,Bengaluru,Furniture,Tables,2.0,630.97,0.0,94.47,4
ORD-10767,2023-04-23,Corporate,East,Patna,Furniture,Chairs,1.0,500.54,0.1,24.5,5
ORD-10027,2024-06-10,Consumer,East,Bhubaneswar,Technology,Phones,7.0,2091.18,0.4,-33.23,1
ORD-11174,2025-04-19,Corporate,West,Mumbai,Office Supplies,Paper,2.0,2261.52,0.0,60.6,3
ORD-10966,2023-08-12,Consumer,North,Lucknow,Furniture,Chairs,3.0,743.51,0.0,102.91,1
ORD-10552,2023-06-26,Consumer,South,Bengaluru,Furniture,Tables,5.0,2443.36,0.0,117.92,6
ORD-10803,2024-03-10,Consumer,North,Delhi,Furniture,Bookcases,3.0,1670.74,0.05,128.53,6
ORD-10885,2024-02-12,Corporate,East,Guwahati,Office Supplies,Storage,2.0,496.15,,83.14,6
ORD-10772,2024-03-21,Corporate,East,Bhubaneswar,Furniture,Bookcases,1.0,325.1,0.0,41.76,6
ORD-10755,2023-08-21,Home Office,East,Guwahati,Technology,Machines,5.0,2634.99,0.4,5.78,5
ORD-10553,2024-01-11,Corporate,South,Kochi,Office Supplies,Binders,8.0,1161.42,0.3,-27.12,6
ORD-10354,2025-03-25,Corporate,South,Bengaluru,Furniture,Chairs,1.0,92.1,0.0,10.04,5
ORD-11066,2023-02-10,Corporate,North,Lucknow,Office Supplies,Paper,3.0,262.64,0.1,31.45,7
ORD-10430,2023-10-22,Corporate,South,Hyderabad,Technology,Phones,2.0,1170.63,0.2,34.69,4
ORD-10256,2024-02-03,Corporate,North,Lucknow,Office Supplies,Storage,4.0,880.22,0.0,156.43,6
ORD-10291,2024-08-21,Corporate,West,Ahmedabad,Office Supplies,Paper,2.0,450.69,0.0,63.77,4
ORD-10025,2023-04-19,Corporate,West,Surat,Office Supplies,Paper,2.0,283.51,,-14.35,3
ORD-10336,2025-04-29,Home Office,East,Bhubaneswar,Technology,Phones,,3968.87,0.3,15.02,1
ORD-11159,2023-09-28,Consumer,East,Kolkata,Office Supplies,Paper,8.0,1061.17,0.15,11.56,6
ORD-10047,2024-05-10,Home Office,North,Lucknow,Office Supplies,Paper,6.0,271.42,0.0,41.7,5
ORD-10318,2025-02-23,Corporate,South,Bengaluru,Technology,Phones,7.0,3870.81,0.2,408.57,2
ORD-10106,2025-05-16,Home Office,East,Bhubaneswar,Furniture,Tables,5.0,1261.44,0.15,22.12,3
ORD-10872,2024-11-17,Home Office,West,Surat,Furniture,Chairs,7.0,1010.0,0.15,9.74,3
ORD-10055,2023-11-01,Consumer,West,Ahmedabad,Office Supplies,Paper,7.0,625.77,0.2,32.2,2
ORD-11089,2024-11-05,Corporate,South,Chennai,Office Supplies,Storage,2.0,25.96,0.05,3.74,2
ORD-10213,2023-03-30,Home Office,South,Kochi,Furniture,Chairs,5.0,371.54,0.1,8.97,7
ORD-10120,2024-11-13,Home Office,West,Mumbai,Furniture,Tables,2.0,1142.77,0.3,-34.62,3
ORD-10582,2025-06-05,Consumer,North,,Technology,Accessories,1.0,620.01,0.1,70.2,5
ORD-10506,2023-09-08,Home Office,West,Pune,Office Supplies,Storage,4.0,719.83,,63.88,6
ORD-10538,2023-02-08,Home Office,South,Bengaluru,Furniture,Tables,5.0,1559.84,0.3,-194.42,5
ORD-10072,2023-09-17,Home Office,West,Ahmedabad,Furniture,Bookcases,8.0,4669.5,0.1,119.4,2
ORD-10999,2025-01-22,Home Office,East,Bhubaneswar,Technology,Phones,5.0,2024.7,0.2,223.31,3
ORD-11120,2024-07-22,Home Office,North,Chandigarh,Technology,Machines,8.0,2211.99,0.0,380.81,7
ORD-10874,2025-05-06,Home Office,North,Lucknow,Technology,Accessories,7.0,5061.51,0.2,435.6,3
ORD-10447,2024-02-01,Consumer,West,Ahmedabad,Technology,Machines,1.0,524.59,0.05,80.09,6
ORD-10922,2023-08-05,Consumer,North,Delhi,Office Supplies,Art,1.0,137.29,0.4,-1.29,2
ORD-10808,2023-10-17,Home Office,South,Hyderabad,Office Supplies,Binders,3.0,554.59,0.15,53.71,7
ORD-10830,2023-06-21,Consumer,South,Bengaluru,Office Supplies,Storage,3.0,522.46,0.15,25.13,30
ORD-10581,2023-01-14,Corporate,West,Pune,Office Supplies,Paper,3.0,448.52,0.0,81.92,5
ORD-10974,2024-07-20,Home Office,East,Guwahati,Office Supplies,Art,1.0,133.16,0.3,6.98,4
ORD-10519,2024-06-13,Consumer,East,Bhubaneswar,Office Supplies,Art,5.0,1039.67,0.2,62.01,6
ORD-10325,2025-05-05,Home Office,West,Mumbai,Office Supplies,Paper,8.0,841.56,0.0,143.34,2
ORD-10615,2024-06-12,Consumer,East,Bhubaneswar,Furniture,Bookcases,3.0,1147.16,0.15,-5.91,6
ORD-10958,2025-05-25,Corporate,West,Ahmedabad,Office Supplies,Art,2.0,418.74,0.3,-35.17,3
ORD-10316,2023-03-14,Corporate,East,Bhubaneswar,Technology,Accessories,3.0,1957.41,0.3,26.53,7
ORD-10801,2024-10-08,Consumer,West,Ahmedabad,Technology,Accessories,7.0,3691.84,0.3,88.98,4
ORD-10855,2023-05-07,Home Office,South,Kochi,Technology,Accessories,3.0,1105.21,0.15,138.26,1
ORD-10554,2023-06-12,Home Office,West,Mumbai,Office Supplies,Storage,6.0,1266.03,0.05,160.08,6
ORD-10706,2023-02-01,Home Office,South,Kochi,Furniture,Tables,3.0,761.78,0.15,-5.44,2
ORD-11040,2024-04-02,Home Office,South,Kochi,Office Supplies,Binders,8.0,1307.37,0.15,96.0,3
ORD-10959,2023-04-10,Corporate,South,Kochi,Office Supplies,Binders,1.0,181.73,0.15,13.04,5
ORD-10847,2025-06-06,Consumer,West,Pune,Technology,Phones,2.0,743.19,0.4,-25.96,4
ORD-10060,2025-04-09,Corporate,East,Kolkata,Furniture,Bookcases,4.0,1926.2,0.1,81.29,1
ORD-10917,2024-11-17,Corporate,South,Bengaluru,Technology,Phones,5.0,1939.94,0.2,202.21,6
ORD-10092,2024-01-09,Corporate,South,Chennai,Office Supplies,Storage,4.0,698.38,0.1,82.34,6
ORD-10886,2024-12-29,Corporate,East,Bhubaneswar,Furniture,Bookcases,4.0,2380.43,0.2,-46.65,7
ORD-10424,2023-12-12,Home Office,East,Bhubaneswar,Office Supplies,Paper,5.0,1017.96,0.2,51.92,4
ORD-10351,2023-05-06,Corporate,East,Guwahati,Furniture,Bookcases,7.0,992.11,0.15,-8.21,6
ORD-10964,2024-12-06,Consumer,North,Chandigarh,Furniture,Tables,5.0,406.7,0.0,35.27,1
ORD-10280,2025-03-27,Consumer,North,Lucknow,Office Supplies,Paper,4.0,109.72,0.1,9.37,4
ORD-10453,2024-11-19,Corporate,West,Ahmedabad,Technology,Machines,7.0,598.31,0.4,-37.74,6
ORD-10429,2024-11-11,Home Office,South,Hyderabad,Furniture,Bookcases,8.0,3354.88,0.0,487.44,6
ORD-10359,2023-04-11,Corporate,North,Lucknow,Office Supplies,Binders,7.0,183.74,0.3,-2.18,2
ORD-11048,2023-04-25,Home Office,South,Kochi,Technology,Machines,7.0,1855.01,0.4,-110.6,5
ORD-10566,2024-02-27,Consumer,South,Bengaluru,Office Supplies,Paper,1.0,111.07,0.05,13.94,4
ORD-10859,2025-06-03,Corporate,East,Patna,Furniture,Bookcases,3.0,1634.9,0.0,169.87,3
ORD-10738,2023-07-28,Home Office,West,Ahmedabad,Technology,Machines,5.0,1118.42,0.0,187.48,2
ORD-10761,2024-07-11,Consumer,North,Lucknow,Office Supplies,Art,5.0,694.67,0.3,-16.37,4
ORD-11195,2023-11-19,Corporate,North,Lucknow,Office Supplies,Binders,3.0,430.54,0.15,43.83,3
ORD-10182,2024-11-11,Home Office,East,Kolkata,Office Supplies,Paper,2.0,407.2,0.15,46.87,3
ORD-10848,2023-01-09,Consumer,West,Mumbai,Furniture,Bookcases,7.0,1722.76,0.4,-221.02,5
ORD-10465,2023-04-02,Corporate,South,Hyderabad,Technology,Accessories,2.0,471.09,0.05,81.81,5
ORD-10110,2023-04-28,Home Office,West,Mumbai,Office Supplies,Binders,2.0,135.59,0.05,19.24,7
ORD-10370,2024-04-06,Corporate,West,Mumbai,Furniture,Chairs,7.0,2080.07,0.0,300.5,7
ORD-10239,2025-03-29,Corporate,West,Ahmedabad,Technology,Phones,5.0,1425.8,0.15,114.56,5
ORD-10730,2024-03-11,Corporate,West,Mumbai,Office Supplies,Storage,1.0,80.36,0.1,4.2,6
ORD-10650,2023-06-27,Home Office,North,Lucknow,Technology,Machines,8.0,3304.46,0.1,374.88,7
ORD-10613,2024-10-04,Home Office,South,Kochi,Technology,Phones,4.0,1314.57,0.15,143.2,2
ORD-10204,2025-01-21,Corporate,North,Chandigarh,Technology,Accessories,2.0,1527.77,0.4,49.84,4
ORD-11183,2023-12-29,Consumer,West,Pune,Furniture,Chairs,3.0,266.41,0.15,0.02,3
ORD-10261,2023-06-20,Corporate,South,Bengaluru,Office Supplies,Art,4.0,852.58,0.0,123.98,1
ORD-10514,2024-04-06,Home Office,North,Chandigarh,Technology,Accessories,8.0,7038.03,0.1,1064.78,1
ORD-10670,2023-06-08,Corporate,South,Bengaluru,Office Supplies,Storage,5.0,1028.68,0.0,157.83,4
ORD-10339,2023-12-01,Consumer,West,Ahmedabad,Office Supplies,Paper,2.0,329.45,0.1,37.53,2
ORD-10741,2023-04-25,Home Office,North,Chandigarh,Office Supplies,Paper,4.0,173.91,0.05,25.28,6
ORD-10570,2024-02-08,Corporate,North,Delhi,Furniture,Tables,1.0,470.59,0.2,-0.9,1
ORD-10711,2024-04-02,Home Office,East,Bhubaneswar,Furniture,Bookcases,8.0,3016.3,0.1,-28.4,3
ORD-10183,2023-02-25,Corporate,North,Lucknow,Office Supplies,Paper,6.0,1046.59,0.15,65.51,2
ORD-10137,2025-06-11,Consumer,West,Ahmedabad,Office Supplies,Binders,6.0,153.85,0.1,11.15,1
ORD-11177,2024-10-25,Consumer,North,Lucknow,Technology,Phones,5.0,3331.56,0.0,646.63,1
ORD-10728,2025-04-05,Corporate,East,Patna,Office Supplies,Storage,1.0,126.4,0.05,12.43,3
ORD-10858,2024-09-21,Consumer,North,,Office Supplies,Paper,6.0,923.74,0.0,157.21,6
ORD-10080,2023-06-21,Consumer,North,Jaipur,Technology,Machines,8.0,746.49,0.15,110.25,5
ORD-10643,2023-10-31,Corporate,South,Chennai,Technology,Phones,3.0,717.63,0.15,100.26,6
ORD-10816,2023-03-22,Corporate,South,Bengaluru,Technology,Phones,7.0,6360.89,0.1,1249.22,4
ORD-11080,2023-06-18,Consumer,East,Guwahati,Technology,Machines,3.0,2715.81,0.1,475.43,4
ORD-10029,2023-09-15,Consumer,West,Mumbai,Office Supplies,Storage,1.0,49.33,0.05,7.19,3
ORD-10572,2023-01-06,Consumer,East,,Furniture,Tables,1.0,459.41,0.0,61.55,1
ORD-10165,2024-09-01,Home Office,East,Kolkata,Furniture,Tables,7.0,832.02,0.2,-50.82,7
ORD-10248,2024-03-11,Consumer,East,Bhubaneswar,Technology,Machines,3.0,2540.35,0.2,251.64,3
ORD-10307,2024-03-09,Corporate,West,Pune,Technology,Machines,2.0,1098.53,0.15,78.96,5
ORD-10811,2024-12-15,Corporate,North,Chandigarh,Furniture,Bookcases,7.0,1931.36,0.05,146.02,4
ORD-10481,2023-03-07,Corporate,South,Chennai,Technology,Machines,6.0,4828.4,0.4,-396.56,7
ORD-10346,2024-03-20,Consumer,East,Guwahati,Furniture,Tables,2.0,1461.19,0.1,90.9,4
ORD-10334,2025-05-04,Home Office,East,Patna,Furniture,Chairs,5.0,1120.6,0.0,168.52,2
ORD-10285,2024-01-21,Corporate,North,Jaipur,Technology,Machines,2.0,1442.35,0.15,115.03,4
ORD-10982,2023-01-21,Consumer,South,Chennai,Office Supplies,Art,6.0,1180.91,0.1,128.65,6
ORD-10097,2023-04-12,Home Office,South,Bengaluru,Technology,Phones,7.0,4189.52,0.05,753.35,6
ORD-11106,2023-11-11,Consumer,North,Jaipur,Technology,Machines,7.0,4194.98,0.1,507.03,3
ORD-11053,2025-03-14,Home Office,North,Chandigarh,Technology,Phones,8.0,1895.96,0.15,185.08,1
ORD-10943,2024-03-30,Corporate,North,Chandigarh,Office Supplies,Storage,6.0,969.52,0.15,25.95,6
ORD-10621,2023-05-07,Home Office,South,Kochi,Office Supplies,Storage,7.0,1527.87,0.05,208.99,3
ORD-11158,2023-01-19,Corporate,East,Guwahati,Office Supplies,Binders,5.0,1039.69,0.4,-68.98,6
ORD-10887,2025-06-01,Consumer,West,Pune,Technology,Phones,4.0,2252.46,0.2,151.75,7
ORD-10868,2025-05-01,Consumer,West,Surat,Office Supplies,Storage,5.0,303.2,0.1,33.48,6
ORD-10780,2025-01-29,Home Office,South,Bengaluru,Office Supplies,Storage,8.0,1409.54,0.0,228.84,4
ORD-10710,2023-10-17,Consumer,East,Bhubaneswar,Office Supplies,Art,6.0,1083.96,0.1,91.67,1
ORD-10065,2024-05-07,Home Office,South,Chennai,Office Supplies,Art,4.0,952.84,0.2,54.81,7
ORD-10813,2024-06-03,Home Office,South,Chennai,Office Supplies,Storage,8.0,1630.12,0.15,120.91,6
ORD-11054,2025-03-28,Corporate,East,Patna,Office Supplies,Art,3.0,481.32,0.15,29.1,1
ORD-10649,2024-10-07,Corporate,North,Chandigarh,Furniture,Tables,7.0,3073.6,0.2,-89.45,5
ORD-11100,2023-03-02,Consumer,East,Kolkata,Furniture,Bookcases,8.0,2899.19,0.0,435.39,3
ORD-11115,2024-04-28,Corporate,South,Kochi,Furniture,Chairs,6.0,4381.63,0.1,281.45,4
ORD-10302,2023-07-17,Consumer,South,Bengaluru,Technology,Phones,8.0,2368.9,0.15,282.04,3
ORD-10254,2025-04-29,Home Office,West,Ahmedabad,Technology,Accessories,7.0,1155.72,0.2,107.92,1
ORD-10991,2023-06-11,Corporate,East,Kolkata,Furniture,Bookcases,7.0,2716.48,0.2,-93.51,7
ORD-10963,2024-01-02,Home Office,East,Guwahati,Technology,Machines,2.0,592.29,0.15,82.99,7
ORD-10312,2024-03-03,Consumer,North,Jaipur,Technology,Accessories,3.0,1635.64,0.4,-148.67,5
ORD-10908,2024-09-16,Home Office,North,Chandigarh,Furniture,Chairs,6.0,1295.71,0.15,67.83,3
ORD-10221,2025-01-22,Corporate,West,Surat,Office Supplies,Binders,6.0,1248.35,0.1,159.76,2
ORD-10477,2023-04-26,Home Office,North,Lucknow,Technology,Accessories,8.0,3709.12,0.05,582.22,34
ORD-10388,2024-01-22,Consumer,West,Mumbai,Office Supplies,Storage,8.0,565.95,0.0,98.09,3
ORD-10235,2024-08-29,Corporate,North,Delhi,Furniture,Bookcases,3.0,1137.55,0.0,137.55,2
ORD-11058,2024-11-10,Home Office,South,Bengaluru,Technology,Machines,6.0,2906.58,0.2,140.1,5
ORD-10636,2025-03-19,Home Office,East,Guwahati,Office Supplies,Storage,1.0,157.71,0.0,33.54,3
ORD-10898,2024-08-15,Home Office,East,Patna,Office Supplies,Storage,3.0,643.57,0.2,57.48,4
